protein_name,dengue
ACQ44400.1,dengue virus type 4
QTX92394.1,dengue virus type 4
QDZ58861.1,dengue virus type 4
WRW13066.1,dengue virus type 4
QTX92367.1,dengue virus type 4
QTX92272.1,dengue virus type 4
AKQ00030.1,dengue virus type 4
QTX92390.1,dengue virus type 4
XQH47582.1,dengue virus type 4
AQV12702.1,dengue virus type 4
WVN40807.1,dengue virus type 4
WGD01091.1,dengue virus type 4
ACQ44403.1,dengue virus type 4
QTX92327.1,dengue virus type 4
QTX92377.1,dengue virus type 4
QTE18637.1,dengue virus type 4
AQV12701.1,dengue virus type 4
UCQ65262.1,dengue virus type 4
QTX92325.1,dengue virus type 4
YBZ63801.1,dengue virus type 4
QTX92376.1,dengue virus type 4
AQV12763.1,dengue virus type 4
ACW82930.1,dengue virus type 4
QTX92133.1,dengue virus type 4
QTX92316.1,dengue virus type 4
QHZ01373.1,dengue virus type 4
QTX92289.1,dengue virus type 4
YBP09352.1,dengue virus type 4
AQV12726.1,dengue virus type 4
AQV12707.1,dengue virus type 4
XJO53390.1,dengue virus type 4
QTX92147.1,dengue virus type 4
WME20571.1,dengue virus type 4
AQV12703.1,dengue virus type 4
QTX92265.1,dengue virus type 4
UZJ81414.1,dengue virus type 4
WCZ55592.1,dengue virus type 4
ACQ44392.1,dengue virus type 4
QTX92200.1,dengue virus type 4
YBP09354.1,dengue virus type 4
QTX92091.1,dengue virus type 4
QTX92240.1,dengue virus type 4
QTX92386.1,dengue virus type 4
AIQ84220.1,dengue virus type 4
AHK05342.1,dengue virus type 4
UZI17953.1,dengue virus type 4
USV27811.1,dengue virus type 4
ALN22020.1,dengue virus type 4
AQV12656.1,dengue virus type 4
UZJ81429.1,dengue virus type 4
ACW82884.1,dengue virus type 4
AIQ84245.1,dengue virus type 4
QTX92305.1,dengue virus type 4
QTX92284.1,dengue virus type 4
AIQ84243.1,dengue virus type 4
XQH47587.1,dengue virus type 4
AVA30162.1,dengue virus type 4
UZJ81399.1,dengue virus type 4
UZJ81422.1,dengue virus type 4
QTX92128.1,dengue virus type 4
ACQ44398.1,dengue virus type 4
UZJ81395.1,dengue virus type 4
WRU43948.1,dengue virus type 4
WRW13052.1,dengue virus type 4
QTX92256.1,dengue virus type 4
YAB37939.1,dengue virus type 4
UZJ81425.1,dengue virus type 4
QTX92237.1,dengue virus type 4
WCZ55619.1,dengue virus type 4
XQH47588.1,dengue virus type 4
XQH47606.1,dengue virus type 4
UZI17958.1,dengue virus type 4
QFS19547.1,dengue virus type 4
QTE05840.1,dengue virus type 4
XKQ27340.1,dengue virus type 4
WVN40874.1,dengue virus type 4
AEA50926.1,dengue virus type 4
AQV12772.1,dengue virus type 4
QDG00754.1,dengue virus type 4
YBZ63816.1,dengue virus type 4
WVN40841.1,dengue virus type 4
QEP41648.1,dengue virus type 4
UZI17956.1,dengue virus type 4
WCZ55639.1,dengue virus type 4
AFP27207.1,dengue virus type 4
UOS86121.1,dengue virus type 4
WRW13069.1,dengue virus type 4
AFX65875.1,dengue virus type 4
XXL24490.1,dengue virus type 4
QFS19542.1,dengue virus type 4
AEW50183.1,dengue virus type 4
QTX92317.1,dengue virus type 4
XUD98104.1,dengue virus type 4
WCZ55614.1,dengue virus type 4
ACH61725.1,dengue virus type 4
WRU43949.1,dengue virus type 4
WXR65052.1,dengue virus type 4
AFX65879.1,dengue virus type 4
WVN40838.1,dengue virus type 4
YAJ45067.1,dengue virus type 4
XVO60298.1,dengue virus type 4
AQV12732.1,dengue virus type 4
XXH95402.1,dengue virus type 4
UZJ81447.1,dengue virus type 4
BBG31515.1,dengue virus type 4
YAJ45119.1,dengue virus type 4
ACQ44408.1,dengue virus type 4
UDW38827.1,dengue virus type 4
QTP16978.1,dengue virus type 4
ACQ44389.1,dengue virus type 4
WEG68714.1,dengue virus type 4
AHG06378.1,dengue virus type 4
WCZ55618.1,dengue virus type 4
ANK35835.1,dengue virus type 4
AHG06383.1,dengue virus type 4
UZI17954.1,dengue virus type 4
UNO86026.1,dengue virus type 4
QTX92108.1,dengue virus type 4
WRU43952.1,dengue virus type 4
WVN40836.1,dengue virus type 4
AFX65874.1,dengue virus type 4
QCE20766.1,dengue virus type 4
WRW13044.1,dengue virus type 4
XQH47605.1,dengue virus type 4
QTX92268.1,dengue virus type 4
QTX92144.1,dengue virus type 4
QTX92143.1,dengue virus type 4
USI59541.1,dengue virus type 4
USW91938.1,dengue virus type 4
QTE05829.1,dengue virus type 4
WVN40837.1,dengue virus type 4
QTX92145.1,dengue virus type 4
WVN40852.1,dengue virus type 4
QTX92302.1,dengue virus type 4
WCZ55577.2,dengue virus type 4
UKS50270.1,dengue virus type 4
YAB37937.1,dengue virus type 4
XQH47590.1,dengue virus type 4
XCT47114.1,dengue virus type 4
AFY10031.1,dengue virus type 4
QTX92122.1,dengue virus type 4
WCZ55599.1,dengue virus type 4
XKQ27349.1,dengue virus type 4
UKS89504.1,dengue virus type 4
WDZ68259.1,dengue virus type 4
WRW13126.1,dengue virus type 4
QTX92141.1,dengue virus type 4
AQV12738.1,dengue virus type 4
WRW13084.1,dengue virus type 4
WRW13098.1,dengue virus type 4
UZJ81452.1,dengue virus type 4
XQH47611.1,dengue virus type 4
USV27814.1,dengue virus type 4
WZL58235.1,dengue virus type 4
WDZ68272.1,dengue virus type 4
WCZ55580.2,dengue virus type 4
WRU43956.1,dengue virus type 4
WDZ68260.1,dengue virus type 4
ARN79584.1,dengue virus type 4
YBP09347.1,dengue virus type 4
UZJ81453.1,dengue virus type 4
QTX92157.1,dengue virus type 4
XOT41445.1,dengue virus type 4
XYL12305.1,dengue virus type 4
QTX92102.1,dengue virus type 4
AKQ00035.1,dengue virus type 4
XAN94938.1,dengue virus type 4
QCZ25010.1,dengue virus type 4
WCZ55597.2,dengue virus type 4
UXX63134.1,dengue virus type 4
AKQ00033.1,dengue virus type 4
AQV12697.1,dengue virus type 4
AXB26598.1,dengue virus type 4
YAB37935.1,dengue virus type 4
QTX92255.1,dengue virus type 4
ARN79600.1,dengue virus type 4
WLD15701.1,dengue virus type 4
QTX92331.1,dengue virus type 4
AQV12711.1,dengue virus type 4
WLD15592.1,dengue virus type 4
QDG00760.1,dengue virus type 4
WVN40877.1,dengue virus type 4
QST05094.1,dengue virus type 4
WLD15696.1,dengue virus type 4
AQV12755.1,dengue virus type 4
AIQ84228.1,dengue virus type 4
WCZ55625.1,dengue virus type 4
QTX92209.1,dengue virus type 4
ALB78116.1,dengue virus type 4
UZJ81427.1,dengue virus type 4
YBP09353.1,dengue virus type 4
AQV12693.1,dengue virus type 4
ACQ44391.1,dengue virus type 4
UZJ81448.1,dengue virus type 4
WME20563.1,dengue virus type 4
XOX34253.1,dengue virus type 4
AIQ84237.1,dengue virus type 4
ANN30220.2,dengue virus type 4
QDZ58859.1,dengue virus type 4
XQH47633.1,dengue virus type 4
ARN79586.1,dengue virus type 4
WVN40867.1,dengue virus type 4
WRW13058.1,dengue virus type 4
QTX92246.1,dengue virus type 4
YAJ45127.1,dengue virus type 4
WRW13107.1,dengue virus type 4
WRW13045.1,dengue virus type 4
ARM59250.1,dengue virus type 4
YAJ45115.1,dengue virus type 4
WCZ55657.2,dengue virus type 4
UZJ81403.1,dengue virus type 4
WCZ55605.1,dengue virus type 4
WVN40866.1,dengue virus type 4
WRU43953.1,dengue virus type 4
UZJ81432.1,dengue virus type 4
QBT58299.1,dengue virus type 4
YAJ45099.1,dengue virus type 4
AQV12745.1,dengue virus type 4
QTE05831.1,dengue virus type 4
WGD01083.1,dengue virus type 4
WVN40878.1,dengue virus type 4
QTX92321.1,dengue virus type 4
QTX92162.1,dengue virus type 4
ARN79594.1,dengue virus type 4
XQH47572.1,dengue virus type 4
ARN79591.1,dengue virus type 4
QTX92219.1,dengue virus type 4
QTX92106.1,dengue virus type 4
QTX92270.1,dengue virus type 4
XKQ27375.1,dengue virus type 4
WRW13088.1,dengue virus type 4
WRW13046.1,dengue virus type 4
WRU43954.1,dengue virus type 4
WDZ68278.1,dengue virus type 4
AQV12762.1,dengue virus type 4
WCZ55658.1,dengue virus type 4
WOX58781.1,dengue virus type 4
QTX92159.1,dengue virus type 4
YBP09351.1,dengue virus type 4
WVN40806.1,dengue virus type 4
NP_073286.1,dengue virus type 4
YBP09346.1,dengue virus type 4
YDE41653.1,dengue virus type 4
WME20564.1,dengue virus type 4
AFZ40130.1,dengue virus type 4
XOX34252.1,dengue virus type 4
QTX92092.1,dengue virus type 4
XQH47620.1,dengue virus type 4
QHZ01379.1,dengue virus type 4
AXB26599.1,dengue virus type 4
AIQ84244.1,dengue virus type 4
AQV12730.1,dengue virus type 4
ANC57613.1,dengue virus type 4
WVN40847.1,dengue virus type 4
AIQ84222.1,dengue virus type 4
WRW13067.1,dengue virus type 4
ARN79588.1,dengue virus type 4
WCZ55651.1,dengue virus type 4
ACH61692.1,dengue virus type 4
QTX92264.1,dengue virus type 4
AQV12764.1,dengue virus type 4
WDE20584.1,dengue virus type 4
QTX92160.1,dengue virus type 4
BBG31514.1,dengue virus type 4
QTX92346.1,dengue virus type 4
WRW13124.1,dengue virus type 4
XKQ27358.1,dengue virus type 4
QTX92395.1,dengue virus type 4
WCZ55582.1,dengue virus type 4
QEP41650.1,dengue virus type 4
WRW13112.1,dengue virus type 4
WRW13082.1,dengue virus type 4
AHG06381.1,dengue virus type 4
QDZ58857.1,dengue virus type 4
QTX92286.1,dengue virus type 4
YAJ45117.1,dengue virus type 4
QTX92248.1,dengue virus type 4
QFS19549.1,dengue virus type 4
UCQ65264.1,dengue virus type 4
AQV12653.1,dengue virus type 4
WRW13122.1,dengue virus type 4
YAJ45084.1,dengue virus type 4
QTX92313.1,dengue virus type 4
WDE20580.1,dengue virus type 4
WCZ55578.1,dengue virus type 4
WVN40849.1,dengue virus type 4
QFS19546.1,dengue virus type 4
UDI89640.1,dengue virus type 4
WVN40851.1,dengue virus type 4
WXR65038.1,dengue virus type 4
WRW13064.1,dengue virus type 4
QTX92130.1,dengue virus type 4
ACQ44404.1,dengue virus type 4
QTX92336.1,dengue virus type 4
QTX92082.1,dengue virus type 4
AET43237.1,dengue virus type 4
UWM25513.1,dengue virus type 4
WDZ68267.1,dengue virus type 4
UZJ81420.1,dengue virus type 4
AET43240.1,dengue virus type 4
WYV81049.1,dengue virus type 4
QTX92192.1,dengue virus type 4
WRW13049.1,dengue virus type 4
UZJ81415.1,dengue virus type 4
QTX92350.1,dengue virus type 4
UZJ81421.1,dengue virus type 4
ACN54388.1,dengue virus type 4
QTX92101.1,dengue virus type 4
AFX65867.1,dengue virus type 4
WVN40846.1,dengue virus type 4
QEP41645.1,dengue virus type 4
AAW51420.1,dengue virus type 4
YBP09345.1,dengue virus type 4
XQH47608.1,dengue virus type 4
WCZ55610.1,dengue virus type 4
WCZ55641.1,dengue virus type 4
YDE81640.1,dengue virus type 4
AKQ00036.1,dengue virus type 4
AFZ40128.1,dengue virus type 4
QTX92163.1,dengue virus type 4
AQV12652.1,dengue virus type 4
AQV12749.1,dengue virus type 4
WCZ55275.2,dengue virus type 1
UDI89643.1,dengue virus type 4
QTX92343.1,dengue virus type 4
QTX92107.1,dengue virus type 4
WDZ68264.1,dengue virus type 4
QTX92396.1,dengue virus type 4
YDE81634.1,dengue virus type 4
WRW13062.1,dengue virus type 4
QTX92203.1,dengue virus type 4
WDZ68271.1,dengue virus type 4
ARO78367.1,dengue virus type 4
AQV12686.1,dengue virus type 4
AAK58017.1,dengue virus type 4
QTX92103.1,dengue virus type 4
AKQ00029.1,dengue virus type 4
XAX02480.1,dengue virus type 4
ACQ44396.1,dengue virus type 4
QTX92320.1,dengue virus type 4
ARN79606.1,dengue virus type 4
WDZ68266.1,dengue virus type 4
XOX34254.1,dengue virus type 4
WCZ55638.1,dengue virus type 4
ARN79602.1,dengue virus type 4
QTX92333.1,dengue virus type 4
WRW13074.1,dengue virus type 4
ACO06199.1,dengue virus type 4
WCZ55588.1,dengue virus type 4
YAJ45082.1,dengue virus type 4
WRW13115.1,dengue virus type 4
UWM25512.1,dengue virus type 4
WCZ55629.1,dengue virus type 4
UCQ65259.1,dengue virus type 4
QTX92229.1,dengue virus type 4
ANC57614.1,dengue virus type 4
WRW13121.1,dengue virus type 4
YAJ45071.1,dengue virus type 4
WGD01081.1,dengue virus type 4
QTX92193.1,dengue virus type 4
QTX92295.1,dengue virus type 4
BBG31520.1,dengue virus type 4
WCZ55633.2,dengue virus type 4
YBP09344.1,dengue virus type 4
UZJ81434.1,dengue virus type 4
YAJ45059.1,dengue virus type 4
AEA50925.1,dengue virus type 4
QTX92183.1,dengue virus type 4
UDI89644.1,dengue virus type 4
QTX92342.1,dengue virus type 4
XOX34255.1,dengue virus type 4
UZJ81449.1,dengue virus type 4
UZJ81445.1,dengue virus type 4
WVN40835.1,dengue virus type 4
UZJ81418.1,dengue virus type 4
XQH47602.1,dengue virus type 4
AAG30148.1,dengue virus type 4
ANK35834.1,dengue virus type 4
AQV12694.1,dengue virus type 4
UXX63131.1,dengue virus type 4
AUZ41813.1,dengue virus type 4
AQV12650.1,dengue virus type 4
AQV12689.1,dengue virus type 4
ASS36950.1,dengue virus type 4
AIQ84226.1,dengue virus type 4
AIG60035.1,dengue virus type 4
QTX92362.1,dengue virus type 4
QBK46953.1,dengue virus type 4
QTX92262.1,dengue virus type 4
WCZ55585.1,dengue virus type 4
ANW72070.1,dengue virus type 4
WXR65045.1,dengue virus type 4
ALI16138.1,dengue virus type 4
ACL99051.1,dengue virus type 4
AFX65869.1,dengue virus type 4
YAA48917.1,dengue virus type 4
QTX92388.1,dengue virus type 4
WRW13125.1,dengue virus type 4
YAJ45052.1,dengue virus type 4
QTX92166.1,dengue virus type 4
WRW13048.1,dengue virus type 4
XOX34251.1,dengue virus type 4
QTX92216.1,dengue virus type 4
ARM59249.1,dengue virus type 4
UXX63122.1,dengue virus type 4
AFY10037.1,dengue virus type 4
QTX92301.1,dengue virus type 4
QTX92374.1,dengue virus type 4
WCZ55649.2,dengue virus type 4
QTX92113.1,dengue virus type 4
AXB26600.1,dengue virus type 4
WCZ55637.1,dengue virus type 4
AAG45435.1,dengue virus type 4
WVN40850.1,dengue virus type 4
QTX92282.1,dengue virus type 4
AEW50182.1,dengue virus type 4
UDI89642.1,dengue virus type 4
UZJ81450.1,dengue virus type 4
AFY10030.1,dengue virus type 4
UWM25511.1,dengue virus type 4
QTX92266.1,dengue virus type 4
WYV81050.1,dengue virus type 4
QTX92337.1,dengue virus type 4
QTX92252.1,dengue virus type 4
WJG71815.1,dengue virus type 4
QTX92225.1,dengue virus type 4
QTX92283.1,dengue virus type 4
WRW13129.1,dengue virus type 4
AQV12667.1,dengue virus type 4
XQH47635.1,dengue virus type 4
AQV12757.1,dengue virus type 4
XKQ27369.1,dengue virus type 4
WLD15694.1,dengue virus type 4
WRW13078.1,dengue virus type 4
QTX92309.1,dengue virus type 4
YDE81641.1,dengue virus type 4
AQV12724.1,dengue virus type 4
AIQ84231.1,dengue virus type 4
QFS19538.1,dengue virus type 4
QTX92349.1,dengue virus type 4
UZJ81410.1,dengue virus type 4
ALL54587.1,dengue virus type 4
UDW38823.1,dengue virus type 4
QTE05835.1,dengue virus type 4
WLD15590.1,dengue virus type 4
WXR65055.1,dengue virus type 4
QST05093.1,dengue virus type 4
YAJ45128.1,dengue virus type 4
WGD01085.1,dengue virus type 4
AKQ00034.1,dengue virus type 4
AAW30973.1,dengue virus type 4
AAK01233.1,dengue virus type 4
QTX92338.1,dengue virus type 4
AQV12696.1,dengue virus type 4
QTX92111.1,dengue virus type 4
WPF60255.1,dengue virus type 4
XQH47589.1,dengue virus type 4
WDZ68268.1,dengue virus type 4
AQV12733.1,dengue virus type 4
ACS32016.1,dengue virus type 4
QFS19548.1,dengue virus type 4
AQV12758.1,dengue virus type 4
AQV12722.1,dengue virus type 4
AQV12663.1,dengue virus type 4
WVN40876.1,dengue virus type 4
QTX92196.1,dengue virus type 4
AQV12682.1,dengue virus type 4
WCZ55602.1,dengue virus type 4
XQH47615.1,dengue virus type 4
UZJ81401.1,dengue virus type 4
YAJ45076.1,dengue virus type 4
YAJ45116.1,dengue virus type 4
UKS50269.1,dengue virus type 4
YBZ63804.1,dengue virus type 4
QTX92124.1,dengue virus type 4
ACQ44402.1,dengue virus type 4
WDZ68265.1,dengue virus type 4
WME20562.1,dengue virus type 4
AQV12747.1,dengue virus type 4
ACQ44407.1,dengue virus type 4
UXX63133.1,dengue virus type 4
QTX92279.1,dengue virus type 4
AQV12754.1,dengue virus type 4
WRW13118.1,dengue virus type 4
WRU43944.1,dengue virus type 4
QTE18638.1,dengue virus type 4
WLD15702.1,dengue virus type 4
WME20574.1,dengue virus type 4
QTX92204.1,dengue virus type 4
YAJ45093.1,dengue virus type 4
QTX92083.1,dengue virus type 4
YAJ45097.1,dengue virus type 4
WRW13090.1,dengue virus type 4
YBR22706.1,dengue virus type 4
WDZ68257.1,dengue virus type 4
QBA57536.1,dengue virus type 4
UDW38826.1,dengue virus type 4
WCZ55626.2,dengue virus type 4
QTX92310.1,dengue virus type 4
AQV12676.1,dengue virus type 4
AQV12681.1,dengue virus type 4
QTX92347.1,dengue virus type 4
QTE05826.1,dengue virus type 4
AQV12723.1,dengue virus type 4
UZJ81431.1,dengue virus type 4
UZJ81397.1,dengue virus type 4
WCZ55590.1,dengue virus type 4
AQV12671.1,dengue virus type 4
YBP09348.1,dengue virus type 4
AQV12691.1,dengue virus type 4
AQV12712.1,dengue virus type 4
QTX92154.1,dengue virus type 4
WWT53188.1,dengue virus type 4
QTX92389.1,dengue virus type 4
ARN79593.1,dengue virus type 4
WME20565.1,dengue virus type 4
ACH61688.1,dengue virus type 4
QTX92235.1,dengue virus type 4
XQH47592.1,dengue virus type 4
WLD15693.1,dengue virus type 4
QTX92326.1,dengue virus type 4
QTX92158.1,dengue virus type 4
UUG60301.1,dengue virus type 1
WVN40856.1,dengue virus type 4
WVN40872.1,dengue virus type 4
WET62299.1,dengue virus type 4
UZJ81443.1,dengue virus type 4
QTX92129.1,dengue virus type 4
QTX92369.1,dengue virus type 4
QTX92120.1,dengue virus type 4
AAU89380.1,dengue virus type 4
QFS19537.1,dengue virus type 4
WLD15588.1,dengue virus type 4
AFK82574.1,dengue virus type 4
AIQ84224.1,dengue virus type 4
UZJ81442.1,dengue virus type 4
XCT47117.1,dengue virus type 4
ADA00410.1,dengue virus type 4
QTX92238.1,dengue virus type 4
QTX92254.1,dengue virus type 4
QTX92269.1,dengue virus type 4
QFS19539.1,dengue virus type 4
AFP27206.1,dengue virus type 4
UNO86023.1,dengue virus type 4
QTX92293.1,dengue virus type 4
XOT41443.1,dengue virus type 4
QTX92296.1,dengue virus type 4
QCE20761.1,dengue virus type 4
QTX92260.1,dengue virus type 4
WCZ55636.1,dengue virus type 4
QTX92109.1,dengue virus type 4
USV27812.1,dengue virus type 4
WCZ55647.2,dengue virus type 4
XHH89770.1,dengue virus type 4
ACS32012.1,dengue virus type 4
AEA50927.1,dengue virus type 4
QTX92356.1,dengue virus type 4
YAE84965.1,dengue virus type 4
WXR65054.1,dengue virus type 4
QIB99408.1,dengue virus type 4
WCZ55586.1,dengue virus type 4
WLD15587.1,dengue virus type 4
WCZ55632.1,dengue virus type 4
QTX92174.1,dengue virus type 4
XKQ27374.1,dengue virus type 4
AXB26596.1,dengue virus type 4
QTX92275.1,dengue virus type 4
WXR65039.1,dengue virus type 4
XQH47594.1,dengue virus type 4
XRY74908.1,dengue virus type 4
XQH47603.1,dengue virus type 4
UZV49049.1,dengue virus type 4
QTX92088.1,dengue virus type 4
QTX92330.1,dengue virus type 4
AQV12699.1,dengue virus type 4
UJT50356.1,dengue virus type 4
QTX92335.1,dengue virus type 4
UXX63127.1,dengue virus type 4
UUG60303.1,dengue virus type 1
UZJ81433.1,dengue virus type 4
WXR65040.1,dengue virus type 4
QST05089.1,dengue virus type 4
WXR65046.1,dengue virus type 4
QTX92118.1,dengue virus type 4
AQV12750.1,dengue virus type 4
QHZ01380.1,dengue virus type 4
WDZ68276.1,dengue virus type 4
QTX92094.1,dengue virus type 4
QTX92175.1,dengue virus type 4
QTX92387.1,dengue virus type 4
UZI17960.1,dengue virus type 4
XQH47599.1,dengue virus type 4
